0.097627008,0.430378733,0.205526752,0.089766366,-0.152690401,0.291788226,-0.124825577,0.783546002,0.927325521,-0.233116962,4
0.583450076,0.05778984,0.136089122,0.851193277,-0.857927884,-0.825741401,-0.959563205,0.665239691,0.556313502,0.740024296,6
0.957236684,0.598317128,-0.077041275,0.561058353,-0.763451148,0.279842043,-0.713293425,0.889337834,0.043696644,-0.17067612,7
-0.470888776,0.548467379,-0.087699336,0.136867898,-0.962420399,0.235270994,0.224191445,0.233867994,0.887496157,0.363640598,4
-0.280984199,-0.125936092,0.395262392,-0.879549057,0.333533431,0.341275739,-0.579234878,-0.742147405,-0.369143298,-0.272578458,3
0.140393541,-0.122796973,0.976747676,-0.795910379,-0.582246488,-0.677380964,0.306216651,-0.493416795,-0.067378454,-0.511148816,2
-0.682060833,-0.779249718,0.312659179,-0.723634097,-0.606835277,-0.262549659,0.64198646,-0.805797448,0.675889815,-0.807803184,1
0.95291893,-0.062697597,0.953522176,0.209691039,0.478527159,-0.921624415,-0.434386075,-0.759606878,-0.407719605,-0.762544562,4
-0.364033641,-0.171474011,-0.871705007,0.384944239,0.133202908,-0.469221018,0.046496107,-0.812118978,0.151892991,0.858592395,4
-0.362862095,0.33482076,-0.736404275,0.432654408,-0.421187814,-0.633617276,0.17302587,-0.959784908,0.657880058,-0.990609048,4
0.355633074,-0.459984054,0.470388044,0.92437709,-0.502493713,0.152314669,0.184083863,0.144503812,-0.553836735,0.905498023,3
-0.105749243,0.692817345,0.398958551,-0.405126098,0.627595639,-0.206988518,0.762206394,0.162545745,0.763470724,0.38506318,3
0.45050856,0.002648764,0.912167269,0.287980398,-0.152289903,0.212786428,-0.961613603,-0.396850367,0.320347075,-0.419844786,4
0.236030858,-0.142462598,-0.729051872,-0.403435348,0.139929821,0.181745522,0.148650498,0.30640164,0.30420654,-0.137163129,4
0.793093192,-0.26487626,-0.128270149,0.78384671,0.612387978,0.407777167,-0.799546225,0.838965227,0.428482599,0.997694013,4
-0.701103391,0.736252115,-0.675014131,0.231119129,-0.752360034,0.696016459,0.614637917,0.138201477,-0.185633406,-0.861666009,4
0.394857546,-0.092914635,0.444111199,0.732764652,0.95104301,0.711606685,-0.976571832,-0.280043871,0.459981125,-0.656740645,2
0.042073212,-0.891324023,-0.60000695,-0.962956411,0.587395407,-0.552150624,-0.309296639,0.856162587,0.408828804,-0.936322141,3
-0.670611687,0.242956803,0.154457177,-0.524214357,0.868427996,0.227931912,0.071265606,0.179819953,0.460244059,-0.376110009,2
-0.203557876,-0.580312502,-0.627613988,0.88874478,0.47910159,-0.019082383,-0.545170744,-0.491287036,-0.883941679,-0.131166749,3
-0.376408236,0.392686978,-0.244496321,-0.640792645,-0.950642543,-0.865500737,0.358785547,-0.092606311,0.073158422,0.793342586,3
0.980677895,-0.566206031,0.326156406,-0.473355247,-0.958698001,0.516757308,-0.359965698,-0.233072212,0.176634227,0.66209691,4
0.257963687,0.745301311,-0.45291593,0.596093668,-0.628728111,0.905583314,0.374976553,-0.568984646,0.894741181,0.461711614,5
-0.492116715,-0.573376045,0.036401428,-0.948674564,-0.585059849,-0.150629062,-0.251660039,-0.072849151,-0.444742587,0.173568693,2
