0.097627,0.430379,0.205527,0.0897664,-0.15269,0.291788,-0.124826,0.783546,0.927326,-0.233117,2.19223
0.58345,0.0577898,0.136089,0.851193,-0.857928,-0.825741,-0.959563,0.66524,0.556314,0.740024,4.15312
0.957237,0.598317,-0.0770413,0.561058,-0.763451,0.279842,-0.713293,0.889338,0.0436966,-0.170676,3.51263
-0.470889,0.548467,-0.0876993,0.136868,-0.96242,0.235271,0.224191,0.233868,0.887496,0.363641,4.12946
-0.280984,-0.125936,0.395262,-0.879549,0.333533,0.341276,-0.579235,-0.742147,-0.369143,-0.272578,2.21651
0.140394,-0.122797,0.976748,-0.79591,-0.582246,-0.677381,0.306217,-0.493417,-0.0673785,-0.511149,1.46554
-0.682061,-0.77925,0.312659,-0.723634,-0.606835,-0.26255,0.641986,-0.805797,0.67589,-0.807803,3.354
0.952919,-0.0626976,0.953522,0.209691,0.478527,-0.921624,-0.434386,-0.759607,-0.40772,-0.762545,2.14306
-0.364034,-0.171474,-0.871705,0.384944,0.133203,-0.469221,0.0464961,-0.812119,0.151893,0.858592,1.02012
-0.362862,0.334821,-0.736404,0.432654,-0.421188,-0.633617,0.173026,-0.959785,0.65788,-0.990609,2.94989
0.355633,-0.459984,0.470388,0.924377,-0.502494,0.152315,0.184084,0.144504,-0.553837,0.905498,2.48257
-0.105749,0.692817,0.398959,-0.405126,0.627596,-0.206989,0.762206,0.162546,0.763471,0.385063,3.81303
0.450509,0.00264876,0.912167,0.28798,-0.15229,0.212786,-0.961614,-0.39685,0.320347,-0.419845,1.97881
0.236031,-0.142463,-0.729052,-0.403435,0.13993,0.181746,0.14865,0.306402,0.304207,-0.137163,0.874231
0.793093,-0.264876,-0.12827,0.783847,0.612388,0.407777,-0.799546,0.838965,0.428483,0.997694,5.03759
-0.701103,0.736252,-0.675014,0.231119,-0.75236,0.696016,0.614638,0.138201,-0.185633,-0.861666,4.30338
0.394858,-0.0929146,0.444111,0.732765,0.951043,0.711607,-0.976572,-0.280044,0.459981,-0.656741,3.5136
0.0420732,-0.891324,-0.600007,-0.962956,0.587395,-0.552151,-0.309297,0.856163,0.408829,-0.936322,4.38977
-0.670612,0.242957,0.154457,-0.524214,0.868428,0.227932,0.0712656,0.17982,0.460244,-0.37611,3.9138
-0.203558,-0.580313,-0.627614,0.888745,0.479102,-0.0190824,-0.545171,-0.491287,-0.883942,-0.131167,1.9601
-0.376408,0.392687,-0.244496,-0.640793,-0.950643,-0.865501,0.358786,-0.0926063,0.0731584,0.793343,3.20713
0.980678,-0.566206,0.326156,-0.473355,-0.958698,0.516757,-0.359966,-0.233072,0.176634,0.662097,5.90559
0.257964,0.745301,-0.452916,0.596094,-0.628728,0.905583,0.374977,-0.568985,0.894741,0.461712,3.51397
-0.492117,-0.573376,0.0364014,-0.948675,-0.58506,-0.150629,-0.25166,-0.0728492,-0.444743,0.173569,2.11836
0.727711,-0.764936,0.0347582,-0.735864,0.433719,-0.207881,0.130843,-0.63344,-0.710304,-0.0238874,5.1822
-0.288775,0.880864,0.530651,0.497327,0.807439,-0.833155,0.104385,0.168952,0.923873,-0.415705,4.88974
-0.518342,-0.799412,-0.967141,0.859059,0.339833,0.570306,-0.43654,0.17282,-0.872089,-0.0287448,1.55014
0.95499,0.75301,-0.323682,0.92314,-0.536597,0.898638,0.882755,0.598405,0.260896,0.748576,3.84499
-0.413959,0.697887,0.235753,-0.973526,-0.305533,-0.703718,0.963659,-0.0432594,-0.00521727,0.278945,4.90835
-0.262831,-0.726199,0.644235,-0.620304,0.022638,-0.551366,-0.804311,0.724383,0.945839,0.921669,3.43354
0.813111,0.548095,-0.33371,-0.837797,-0.185518,-0.535532,-0.735025,-0.893146,0.451189,-0.977145,3.4838
0.541161,-0.706107,-0.840956,-0.820794,0.344096,-0.509266,-0.158921,0.114738,0.721102,0.454089,4.88388
-0.459344,-0.737034,-0.889251,-0.396803,-0.475764,-0.0877189,0.366563,0.391251,-0.432962,-0.240146,1.21155
-0.637698,0.577091,-0.886304,0.393994,0.557391,0.554815,-0.481155,-0.252374,0.175199,-0.454356,3.76603
-0.258294,-0.605891,-0.0802882,-0.910775,0.599592,-0.846087,0.0376703,-0.38638,0.155086,0.918867,2.4993
0.29114,-0.929275,-0.139195,0.0200337,0.072355,0.362785,-0.444808,-0.742279,-0.214649,0.912811,2.64304
-0.625738,0.807968,0.0876119,-0.0861772,0.764083,-0.0827921,0.448335,-0.201949,0.808089,0.38005,5.10984
0.399244,-0.344559,0.513557,0.272122,-0.519959,-0.678922,0.592783,0.918333,-0.0837223,0.181968,2.91232
0.715445,-0.0855531,0.903749,0.151502,0.641534,0.817687,0.631048,-0.681171,0.257797,-0.203131,2.82505
-0.874574,-0.151935,-0.482632,0.698077,-0.933391,0.917965,-0.289262,-0.286586,-0.967343,-0.629535,2.31467
-0.197481,0.858583,-0.80077,0.890603,0.738977,-0.0916752,-0.346598,-0.534512,0.228929,-0.933851,4.24022
-0.968788,-0.142409,-0.863852,-0.496118,-0.557678,-0.493618,-0.73789,-0.975928,-0.769031,0.236961,2.67184
0.948512,0.98069,-0.181892,-0.674091,0.277524,-0.0193893,0.97882,-0.869392,0.566469,-0.423203,3.74284
-0.517163,0.325009,-0.507874,0.331718,0.034617,-0.151822,0.109376,-0.425897,0.413149,-0.170286,2.07412
-0.278909,0.657314,0.849934,-0.907985,-0.534746,-0.302961,0.629933,0.970983,0.937943,0.809897,4.86673
-0.406887,0.984022,-0.50116,-0.788188,0.901905,-0.533159,0.379537,-0.883287,0.461418,0.76344,6.22935
-0.455126,-0.241886,-0.251408,0.497577,-0.524386,-0.656294,-0.101417,-0.391063,0.678378,-0.524516,2.1821
0.00477891,0.885167,0.267995,0.734579,0.880419,0.50153,0.39915,0.935931,0.988802,-0.0963566,5.33861
-0.85826,-0.414412,-0.695291,-0.165027,-0.737421,0.208236,-0.234384,0.790772,0.935589,0.0937698,3.13097
-0.450353,0.184461,0.793522,-0.186533,0.104157,-0.456694,-0.0891117,-0.196573,-0.503173,0.0117328,-0.764069
-0.379238,-0.25393,0.0499409,0.50119,-0.332985,0.848318,0.724637,-0.902619,-0.492715,-0.107729,2.16027
-0.790744,-0.303048,0.480195,0.361029,0.244769,0.421057,-0.590153,-0.316604,0.352485,0.75847,1.80587
0.0873561,-0.434601,-0.939529,0.420674,-0.984232,-0.254642,0.0610744,0.844223,-0.821011,-0.188115,1.91265
